# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_model
# start_datetime = 2026-08-20 13:03:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 40
#     num_warmup = 40
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/pilots.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/results/profile/pilots/chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=model.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a.1,a.2,a.3,a.4,a.5,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,mu_a,mu_b,sigma_a,sigma_b,sigma_y,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8,y_hat.9,y_hat.10,y_hat.11,y_hat.12,y_hat.13,y_hat.14,y_hat.15,y_hat.16,y_hat.17,y_hat.18,y_hat.19,y_hat.20,y_hat.21,y_hat.22,y_hat.23,y_hat.24,y_hat.25,y_hat.26,y_hat.27,y_hat.28,y_hat.29,y_hat.30,y_hat.31,y_hat.32,y_hat.33,y_hat.34,y_hat.35,y_hat.36,y_hat.37,y_hat.38,y_hat.39,y_hat.40
44.604796,0.54613339,0.028891046,5,45,1,-28.755852,-0.15332041,-0.11743324,-0.12127832,-0.18478948,-0.14348642,0.31903604,0.19703104,0.69211238,0.3611034,0.68305609,1.1752618,0.33794673,1.0637044,-0.046372983,0.067209056,0.54321432,0.47706622,0.21440841,0.16571563,0.043710637,0.53879197,0.20778299,0.52973569,1.0219414,0.18462633,0.91038401,0.20160279,0.0795978,0.57467913,0.24367015,0.56562285,1.0578286,0.22051349,0.94627117,0.19775772,0.075752723,0.57083406,0.23982508,0.56177777,1.0539835,0.21666841,0.94242609,0.13424656,0.012241565,0.5073229,0.17631392,0.49826661,0.99047237,0.15315725,0.87891494,0.17554962,0.053544621,0.54862595,0.21761697,0.53956967,1.0317754,0.19446031,0.92021799
42.682476,0.24048279,0.028891046,4,21,0,-35.291464,-0.072909856,-0.20186608,-0.26775094,-0.22386082,-0.15322013,0.42100891,0.28615794,0.63566852,0.34555277,0.6122965,1.0983184,0.30235668,1.0298296,0.015500955,0.036752204,0.67868928,0.42449311,0.26549793,0.34809905,0.21324808,0.56275866,0.27264291,0.53938664,1.0254086,0.22944682,0.95691976,0.21914283,0.084291854,0.43380243,0.14368669,0.41043042,0.89645234,0.1004906,0.82796353,0.15325797,0.018406995,0.36791757,0.077801828,0.34454556,0.83056748,0.034605738,0.76207867,0.19714808,0.062297114,0.41180769,0.12169195,0.38843568,0.8744576,0.078495856,0.80596879,0.26778878,0.13293781,0.48244838,0.19233264,0.45907637,0.94509829,0.14913655,0.87660948
42.682476,0.032105266,0.028891046,4,15,0,-32.553664,-0.072909856,-0.20186608,-0.26775094,-0.22386082,-0.15322013,0.42100891,0.28615794,0.63566852,0.34555277,0.6122965,1.0983184,0.30235668,1.0298296,0.015500955,0.036752204,0.67868928,0.42449311,0.26549793,0.34809905,0.21324808,0.56275866,0.27264291,0.53938664,1.0254086,0.22944682,0.95691976,0.21914283,0.084291854,0.43380243,0.14368669,0.41043042,0.89645234,0.1004906,0.82796353,0.15325797,0.018406995,0.36791757,0.077801828,0.34454556,0.83056748,0.034605738,0.76207867,0.19714808,0.062297114,0.41180769,0.12169195,0.38843568,0.8744576,0.078495856,0.80596879,0.26778878,0.13293781,0.48244838,0.19233264,0.45907637,0.94509829,0.14913655,0.87660948
42.729956,0.71411307,0.028891046,5,36,1,-33.327197,0.25536382,0.41945522,0.55029976,0.42544016,0.5693096,-0.059092453,-0.20583042,-0.0091261925,-0.49480192,-0.079134334,0.48348459,-0.46339647,0.53311071,0.029889226,0.00043043996,0.35047689,0.40793926,0.2730034,0.19627137,0.049533398,0.24623763,-0.2394381,0.17622948,0.73884841,-0.20803265,0.78847453,0.36036277,0.2136248,0.41032903,-0.075346696,0.34032089,0.90293981,-0.043941251,0.95256593,0.49120731,0.34446934,0.54117357,0.055497843,0.47116543,1.0337844,0.086903288,1.0834105,0.36634771,0.21960974,0.41631397,-0.069361755,0.34630583,0.90892476,-0.037956311,0.95855087,0.51021714,0.36347918,0.5601834,0.074507681,0.49017526,1.0527942,0.10591313,1.1024203
46.215072,0.67325959,0.028891046,3,15,1,-38.190873,0.35232194,0.46420361,0.47215524,0.48516303,0.44784506,-0.055759642,-0.24823134,-0.15279458,-0.3545962,-0.10379943,0.38120082,-0.39302129,0.35865902,0.032558723,-0.0044096463,0.35470456,0.44712321,0.24926769,0.2965623,0.1040906,0.19952736,-0.0022742605,0.24852251,0.73352277,-0.04069935,0.71098096,0.40844397,0.21597226,0.31140903,0.1096074,0.36040418,0.84540443,0.071182315,0.82286263,0.4163956,0.2239239,0.31936066,0.11755904,0.36835581,0.85335607,0.079133949,0.83081426,0.42940339,0.23693168,0.33236845,0.13056682,0.38136359,0.86636385,0.092141732,0.84382204,0.39208542,0.19961371,0.29505048,0.093248855,0.34404563,0.82904588,0.054823765,0.80650408
40.78991,0.35023059,0.028891046,3,11,1,-33.180611,0.43390906,0.44443153,0.44695789,0.52922297,0.33173473,0.0031108531,-0.181851,-0.13655621,-0.40390561,-0.084197167,0.41206082,-0.44709811,0.43230913,0.056893985,0.016529963,0.39319602,0.45437229,0.27598662,0.43701992,0.25205806,0.29735285,0.030003454,0.3497119,0.84596989,-0.013189045,0.86621819,0.44754239,0.26258053,0.30787532,0.040525923,0.36023436,0.85649235,-0.002666577,0.87674066,0.45006874,0.26510689,0.31040168,0.043052279,0.36276072,0.85901871,-0.00014022081,0.87926702,0.53233382,0.34737197,0.39266676,0.12531736,0.4450258,0.94128379,0.082124859,0.9615321,0.33484558,0.14988373,0.19517851,-0.072170884,0.24753756,0.74379555,-0.11536338,0.76404386
40.326829,0.15948651,0.028891046,4,15,0,-24.212536,0.61295211,0.3299987,0.46886641,0.54270803,0.45908262,-0.13957491,-0.24797575,-0.028859482,-0.34100779,-0.20291015,0.58936873,-0.26520744,0.47914977,0.066963579,0.034638277,0.37365283,0.54784122,0.24120646,0.4733772,0.36497636,0.58409263,0.27194432,0.41004196,1.2023208,0.34774467,1.0921019,0.19042379,0.082022948,0.30113922,-0.011009092,0.12708855,0.91936743,0.06479126,0.80914848,0.3292915,0.22089066,0.44000693,0.12785862,0.26595626,1.0582351,0.20365897,0.94801618,0.40313312,0.29473228,0.51384855,0.20170024,0.33979788,1.1320768,0.27750059,1.0218578,0.3195077,0.21110687,0.43022314,0.11807483,0.25617247,1.0484513,0.19387518,0.93823239
39.900361,0.26669507,0.028891046,5,31,0,-25.247871,0.31191175,0.19585609,0.30246339,0.33345203,0.4851961,-0.1054525,-0.35124203,0.19498769,-0.2082452,0.24443195,0.39023646,-0.1795219,0.51837772,0.013941769,-0.024635986,0.42793372,0.4305883,0.27019848,0.20645924,-0.039330288,0.50689944,0.10366655,0.55634369,0.7021482,0.13238985,0.83028947,0.090403585,-0.15538594,0.39084378,-0.012389108,0.44028804,0.58609254,0.016334191,0.71423381,0.19701089,-0.048778643,0.49745108,0.094218192,0.54689534,0.69269985,0.12294149,0.82084111,0.22799953,-0.017790003,0.52843972,0.12520683,0.57788398,0.72368849,0.15393013,0.85182975,0.37974359,0.13395407,0.68018379,0.2769509,0.72962805,0.87543255,0.3056742,1.0035738
43.445419,0.39816608,0.028891046,4,15,0,-31.553967,0.37600002,0.24080339,0.36204472,0.28750664,0.47049539,-0.12179764,-0.34326064,0.20514117,-0.16367416,0.21177394,0.40619435,-0.16630806,0.55323706,0.015240766,0.0020371128,0.43137088,0.42454129,0.26838978,0.25420239,0.032739379,0.5811412,0.21232586,0.58777396,0.78219437,0.20969197,0.92923708,0.11900575,-0.10245725,0.44594457,0.077129227,0.45257733,0.64699774,0.074495335,0.79404045,0.24024709,0.018784079,0.5671859,0.19837056,0.57381866,0.76823907,0.19573667,0.91528178,0.165709,-0.055754003,0.49264781,0.12383248,0.49928058,0.69370099,0.12119858,0.8407437,0.34869775,0.12723474,0.67563656,0.30682122,0.68226932,0.87668973,0.30418733,1.0237324
43.445419,0.00093835113,0.028891046,4,23,0,-32.04474,0.37600002,0.24080339,0.36204472,0.28750664,0.47049539,-0.12179764,-0.34326064,0.20514117,-0.16367416,0.21177394,0.40619435,-0.16630806,0.55323706,0.015240766,0.0020371128,0.43137088,0.42454129,0.26838978,0.25420239,0.032739379,0.5811412,0.21232586,0.58777396,0.78219437,0.20969197,0.92923708,0.11900575,-0.10245725,0.44594457,0.077129227,0.45257733,0.64699774,0.074495335,0.79404045,0.24024709,0.018784079,0.5671859,0.19837056,0.57381866,0.76823907,0.19573667,0.91528178,0.165709,-0.055754003,0.49264781,0.12383248,0.49928058,0.69370099,0.12119858,0.8407437,0.34869775,0.12723474,0.67563656,0.30682122,0.68226932,0.87668973,0.30418733,1.0237324
# 
#  Elapsed Time: 0.73 seconds (Warm-up)
#                0.509 seconds (Sampling)
#                1.239 seconds (Total)
# 
