# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_model
# start_datetime = 2026-08-20 13:02:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 40
#     num_warmup = 40
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/accel_gp.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/results/profile/accel_gp/chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=model.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,sdgp_1,lscale_1,zgp_1.1,zgp_1.2,zgp_1.3,zgp_1.4,zgp_1.5,zgp_1.6,zgp_1.7,zgp_1.8,zgp_1.9,zgp_1.10,zgp_1.11,zgp_1.12,zgp_1.13,zgp_1.14,zgp_1.15,zgp_1.16,zgp_1.17,zgp_1.18,zgp_1.19,zgp_1.20,zgp_1.21,zgp_1.22,zgp_1.23,zgp_1.24,zgp_1.25,zgp_1.26,zgp_1.27,zgp_1.28,zgp_1.29,zgp_1.30,zgp_1.31,zgp_1.32,zgp_1.33,zgp_1.34,zgp_1.35,zgp_1.36,zgp_1.37,zgp_1.38,zgp_1.39,zgp_1.40,Intercept_sigma,sdgp_sigma_1,lscale_sigma_1,zgp_sigma_1.1,zgp_sigma_1.2,zgp_sigma_1.3,zgp_sigma_1.4,zgp_sigma_1.5,zgp_sigma_1.6,zgp_sigma_1.7,zgp_sigma_1.8,zgp_sigma_1.9,zgp_sigma_1.10,zgp_sigma_1.11,zgp_sigma_1.12,zgp_sigma_1.13,zgp_sigma_1.14,zgp_sigma_1.15,zgp_sigma_1.16,zgp_sigma_1.17,zgp_sigma_1.18,zgp_sigma_1.19,zgp_sigma_1.20,vsdgp_1.1,vlscale_1.1.1,vsdgp_sigma_1.1,vlscale_sigma_1.1.1,b_Intercept,b_sigma_Intercept
-638.2882,0.97095239,0.0098500832,7,178,1,667.34791,-11.905997,34.60452,0.081342159,0.01863126,-0.66686085,0.44336317,0.021169214,-1.3982711,-1.3492294,0.32298026,-0.49800034,-0.46979431,-2.0934741,1.0326433,0.15858797,-0.42823216,-2.204888,1.2605145,-0.23779461,0.25441412,-1.5785496,-0.065210888,1.1513128,-1.2026653,-0.85986898,-1.0289887,0.91621002,-1.1324733,-1.0963037,0.32204229,0.50930495,1.1413252,-0.43260687,0.06430415,-0.71831759,0.5193689,0.59644639,-0.68729438,1.6287178,0.91881865,-0.40049041,-1.9770294,0.23616527,1.9556009,1.481055,0.06443299,0.96647177,-0.015521113,-0.25758171,0.42865548,0.48024048,-0.80726333,-1.0721607,1.9507387,0.12738599,0.92689778,-1.2517682,-1.706815,-0.15952677,-0.13460944,0.97676468,-0.108477,-0.06510071,-0.22516855,1.0321873,-0.27421089,34.60452,0.081342159,1.481055,0.06443299,-11.905997,1.9556009
-640.97964,0.17091259,0.0098500832,9,511,0,665.19015,-12.193846,43.800941,0.089294414,0.19271408,-0.43071646,0.43215743,0.16952966,-0.77036927,-1.2038012,0.19783559,-0.81330114,-0.62702746,-2.1918824,0.4720579,0.38531682,-0.36173487,-1.9272514,1.0848354,-0.57788342,0.1662768,-1.8262597,0.32709117,1.3668741,-1.1662402,-0.63247409,-0.75463704,0.53531427,-0.72021151,-0.79845235,0.091655055,0.34136532,1.1950266,-0.32408778,-0.28073362,-0.16003906,0.85187409,0.69022122,-0.89876133,1.6027026,1.747297,0.1131171,-2.1122296,0.24707095,1.860656,1.1498405,0.09873608,0.98451983,0.029578889,-0.70734532,0.61548067,0.56469902,-0.75342927,-1.1139654,2.1192291,0.12019829,0.93456997,-1.3988168,-1.6631905,-0.094101362,-0.074762694,1.3391838,-0.045183956,0.10909433,-0.54747586,1.7958419,-0.20089309,43.800941,0.089294414,1.1498405,0.09873608,-12.193846,1.860656
-643.19527,0.26202439,0.0098500832,9,511,0,676.81094,-11.374004,32.230728,0.074547156,-0.42580849,-0.99852787,0.27086093,0.31143303,-0.86064203,-0.3388067,0.64909226,0.87609738,-1.5587898,-1.262567,0.044205346,1.0559372,-0.5205783,-1.2667192,1.1590917,0.69929496,-0.3265221,-0.88548864,-0.95879761,1.2950114,-1.6658507,-1.2452467,-1.5300952,-0.06068874,-1.3226504,-1.1405535,-0.39937036,-0.46889341,1.5614249,0.17342698,-0.50439782,0.48887723,1.1206358,1.4424247,-0.92212116,1.9084138,1.1940844,0.55948142,-1.3796791,0.53603711,1.4939345,2.5707417,0.039324506,1.7619578,-0.67068883,-0.37484734,-0.53639629,-0.83043351,-0.81206079,-1.9474738,1.9798539,-0.23313523,1.0105036,-0.68560901,-1.1029386,0.36954785,-0.24640913,0.63260355,-0.3089108,-0.12932879,-0.59845162,0.85245928,-0.26205867,32.230728,0.074547156,2.5707417,0.039324506,-11.374004,1.4939345
-649.56911,0.42765243,0.0098500832,9,511,0,686.49062,-11.851043,28.850927,0.082387578,0.37434873,0.46653248,0.81585722,0.64743644,-0.95438215,-0.82535319,1.1817193,0.82930759,0.19969052,-1.0727784,1.1260608,1.4404562,-0.7561485,-0.8419093,0.14055237,1.1349118,-0.57585757,-1.2279862,1.3037822,1.3017979,1.4683667,-1.315466,1.699503,1.8631503,1.1646667,-0.054321205,0.43048601,1.2628708,-1.4043467,-0.8199748,0.10056697,0.093717119,-0.66264032,-1.4758015,0.2329075,-2.3938591,-0.56216442,0.25135427,1.1563653,-1.1978881,2.9714607,3.154733,0.011441276,-1.7932925,-0.21567326,-0.34004378,2.0238584,2.3016829,-0.84654495,0.53000567,-1.0232723,1.1620404,-0.59225183,0.060436553,-0.17000553,0.028480904,1.0051069,-0.6046639,0.33590553,-0.9736013,0.22368434,0.62741285,0.31575135,28.850927,0.082387578,3.154733,0.011441276,-11.851043,2.9714607
-648.07623,0.53911836,0.0098500832,9,511,0,678.78081,-12.576856,31.412586,0.087691218,0.20086803,-0.14982137,0.14578284,0.75660704,-2.1123803,0.22371923,0.50666625,1.9083011,0.33423563,-1.6173091,1.3035441,0.27691284,-1.6131649,-1.4029171,0.68320489,1.6341693,-0.66560467,-1.4052462,-0.41872512,0.31945847,-0.41166862,-2.0361842,0.96404274,2.3353094,-0.14876315,-1.4965243,-1.3313969,-0.16122364,-0.92898662,-1.1773853,-0.40850633,1.0797781,0.72894691,-2.5092683,-0.19585144,-1.2923301,1.0718271,-1.0113889,1.0238443,-0.99050391,3.0416376,7.3779496,0.0060690046,-0.7849796,0.674059,0.61580134,1.3643792,1.5319347,-0.89329998,-0.8842819,-0.17436558,-0.54270397,0.27962527,-0.26513346,-0.50004147,0.15848762,-0.72736558,-0.26196285,-0.64825635,-0.69053076,0.45631622,0.32829824,0.4604685,31.412586,0.087691218,7.3779496,0.0060690046,-12.576856,3.0416376
-648.50028,0.50698251,0.0098500832,9,511,0,679.4709,-11.854624,29.971886,0.077496034,0.71972137,-0.066452239,0.84036089,0.85978768,-2.1560845,-0.035164691,0.2785958,1.3042364,0.43655259,-1.5384921,1.6560801,0.33534094,-0.7003225,-1.388567,0.36666259,1.3524659,-0.31915235,-1.8374024,-0.044528297,0.10185801,-0.61706716,-1.708083,0.29204814,2.2990518,-0.35627774,-0.73981026,-0.87720477,-0.7592464,-0.89350285,-0.45246105,-0.74994622,1.2279856,0.26047158,-1.6535908,-0.95598415,-1.7144691,0.41956224,-1.0103367,1.6073727,-1.0145703,3.1576312,5.8702507,0.0049076639,-0.77969959,-0.044936591,1.2393707,1.5422452,1.5327123,-0.97249408,-1.558519,-0.87623618,-0.59403365,-0.46205552,0.24620042,-0.88204734,0.76982464,-0.66538754,0.10954377,-0.77669825,-0.58560365,0.20221767,0.2914113,0.3452296,29.971886,0.077496034,5.8702507,0.0049076639,-11.854624,3.1576312
-643.28691,0.68918858,0.0098500832,9,511,0,678.29419,-10.48879,51.962172,0.089463624,-0.53437052,0.60829316,-0.39970055,1.0305904,-1.0623972,-0.40665891,-0.012450328,-0.22437446,-0.69910141,-0.69839137,0.68433649,0.86010281,0.76444731,-1.4294286,1.1845233,-0.013429408,-1.0875973,0.19150871,-1.474025,2.6662745,-0.56158799,0.34162556,0.26223511,1.283233,-0.83006885,-0.55939064,-0.58083556,0.18425776,0.17711954,-0.78473391,0.37634515,-0.23534657,0.26107812,1.1419857,-0.8563375,0.75706249,-0.65523079,0.71699358,-2.5128538,-0.4267156,2.5744994,2.4427611,0.0157767,-0.00057741591,-1.4413161,0.15078733,-0.11517487,0.76434104,-1.2586335,0.042500277,0.37809136,1.815119,0.30448506,-0.31002783,0.21184305,0.29734619,1.6065565,1.8065104,-0.24256419,1.2177346,-0.69831213,1.2101413,0.045015739,51.962172,0.089463624,2.4427611,0.0157767,-10.48879,2.5744994
-644.19127,0.79636454,0.0098500832,4,27,1,673.58084,-10.435435,54.409868,0.085320595,-0.55264336,0.56156533,-0.46413809,0.97426298,-1.1422583,-0.44503674,-0.016496545,-0.21735901,-0.69572307,-0.68238713,0.71122563,0.91358305,0.79659001,-1.3934066,1.1765844,0.038583916,-1.1798658,0.22511921,-1.5121402,2.5973698,-0.5717109,0.30563305,0.24720586,1.2568752,-0.84802011,-0.61753313,-0.58503868,0.098880769,0.14247964,-0.77014382,0.40626383,-0.21989084,0.26206946,1.1947833,-0.87281423,0.81413979,-0.67892544,0.68897839,-2.5099509,-0.42449317,2.6647135,2.4383243,0.01455181,-0.062982188,-1.4103055,0.24795073,-0.13263836,0.81729745,-1.2194939,0.057110037,0.4078826,1.7862031,0.21520318,-0.3125472,0.12670715,0.24557934,1.7011868,1.8003025,-0.25809361,1.1864113,-0.67353817,1.1686769,0.053678355,54.409868,0.085320595,2.4383243,0.01455181,-10.435435,2.6647135
-647.6436,0.10830406,0.0098500832,10,1023,0,683.52737,-10.372365,40.450338,0.073288022,-0.59502793,0.67850284,-0.68487811,0.98956195,-1.0839755,-0.92055125,0.39816464,0.27220297,-0.98865389,-0.85293904,0.95434342,1.2624506,1.2355015,-1.1812613,1.7281542,0.30889969,-1.2583394,-0.27966569,-1.1453774,2.6618132,-0.52697921,0.21985819,0.15066305,1.3087667,-1.0655419,-0.60053147,-0.63911562,0.041109642,0.041508531,-1.4119883,0.36774337,-0.092662511,-0.1247347,1.3106318,-0.83078831,1.343636,-0.87408216,0.34555235,-2.2653773,-0.55643415,2.6361717,2.4370811,0.015829211,-0.44307109,-1.8674301,0.21832256,0.026213775,1.2603888,-0.64102823,0.094291476,0.76265969,2.0951946,0.0043857197,-0.50646743,-0.2207667,0.1543969,1.0558348,2.2118684,-0.0028970613,1.531756,-0.21511636,1.3949171,0.19775693,40.450338,0.073288022,2.4370811,0.015829211,-10.372365,2.6361717
-648.54306,0.74118706,0.0098500832,8,255,0,675.41783,-10.03656,35.108912,0.068669798,-0.77771191,1.2931184,-0.36661555,1.3593541,-0.88005297,-0.81209805,0.56747088,0.37574398,-1.2796238,-0.88886381,0.73725147,1.2684785,1.1714373,-1.5562844,1.2794246,0.43498108,-1.6063478,-0.20864942,-0.74345888,2.5764564,0.046745905,-0.11628624,0.059422538,0.98623888,-0.6132406,-0.11631997,-0.84133461,0.43641987,-0.24591825,-1.2661417,0.38371615,-0.45545517,0.91291956,1.0384833,-1.1347827,1.3854009,-1.9196756,0.78615711,-1.3039444,-0.99071728,3.0816367,2.9135241,0.017556701,-0.47956176,-1.9382828,0.6090898,-0.82195102,1.0662982,-0.90538788,0.90828978,0.9477922,1.8531465,-0.36748013,-0.72851027,-0.76551326,-0.011659702,1.2442074,1.9676581,-0.070192037,1.684627,-0.35893657,1.3001112,0.21767046,35.108912,0.068669798,2.9135241,0.017556701,-10.03656,3.0816367
-650.4403,0.41160103,0.0098500832,9,511,0,675.01686,-10.51862,35.218294,0.067897758,-0.90902889,1.2242459,-0.81820681,1.4926458,-1.1349018,-0.72415331,0.66658215,0.94173374,-1.8231073,-0.94817167,0.69720668,0.55208978,1.2723472,-2.1014712,1.4377169,0.32927423,-1.6765753,-0.074451042,-0.91115525,2.5218878,-0.2259172,0.021169234,-0.10102442,1.8249556,-0.010678809,-0.039484402,-0.25715692,0.20399539,-0.039812104,-1.3106382,0.64470234,0.10164233,0.68993216,0.83370229,-1.5129264,1.2125161,-1.7657373,0.32877906,-1.3625262,-1.2157671,3.0436208,4.0397689,0.010211611,-0.89293648,-2.2142421,0.29295575,-0.8542082,1.1252321,-0.56392755,0.87394682,0.33927073,2.1834746,-0.88179099,-0.50018088,-1.0823579,-0.21924933,0.92124251,1.6717666,0.53830064,1.3230963,-0.16671457,0.96263406,-0.18588352,35.218294,0.067897758,4.0397689,0.010211611,-10.51862,3.0436208
-654.14009,0.87609412,0.0098500832,8,370,1,680.88288,-10.260161,34.640448,0.069198992,-0.98840247,1.457951,-0.64931824,1.8568988,-1.2526803,-0.47551727,0.452896,0.76079878,-1.4728562,-0.99934755,0.83729992,0.75125623,0.81967549,-2.3948203,1.1841351,0.36005318,-1.3116985,-0.35070924,-0.62229942,2.4760554,-0.53252273,-0.25522862,0.14374518,1.8688634,0.16490108,-0.15199571,-0.021018438,0.02790272,0.15282911,-0.99411309,0.77138157,-0.092470058,0.95175514,-0.12987645,-1.4550243,0.85242693,-1.9803474,0.55963953,-1.2007196,-0.81021353,3.0217754,4.4704201,0.0075151843,-0.35904617,-2.3046531,0.292647,-0.63021492,0.75845567,-0.60401766,1.0970294,0.70179985,1.7861392,-0.89510145,-0.76871274,-1.051349,0.24239628,1.4115852,1.63735,0.85249945,1.1648959,0.083172541,1.187294,0.11474034,34.640448,0.069198992,4.4704201,0.0075151843,-10.260161,3.0217754
-654.04774,0.78187409,0.0098500832,8,255,0,692.61592,-9.6858841,39.112721,0.072090098,-1.1518796,-1.073129,-0.85709526,-0.15162873,-1.2051148,-0.054728308,0.9830249,0.51296103,-0.30049611,-1.0517216,0.607337,0.76044958,-0.20805992,-1.5061781,-0.15118544,-0.36583633,-0.81573437,-2.1770091,0.34931474,-0.18233549,-0.23840279,-0.99289276,-0.76517744,2.0914065,-0.70689452,0.60375246,-0.87595257,0.19229863,-1.1683725,0.040268077,-0.79265254,0.073527734,0.46063495,-0.71171235,-0.24307317,-1.3052685,-0.66483961,-0.26162649,-2.0003021,-0.80425205,2.8456519,1.2406248,0.027435131,-1.1889483,0.39205725,-0.096444115,2.6053446,0.97194874,-1.4734599,-1.2542447,-1.0285368,1.1766932,-1.6932445,0.4546199,-1.3219833,0.53109827,1.2333321,0.44682972,0.1220217,-0.75325702,-0.12061343,0.57085896,-0.15170024,39.112721,0.072090098,1.2406248,0.027435131,-9.6858841,2.8456519
-644.96587,0.49461283,0.0098500832,9,511,0,680.9057,-7.5240713,41.917268,0.091930576,0.48046383,0.098731139,1.4741546,0.83356846,-0.26088955,0.34377592,0.55862263,1.3418433,-0.67260678,-0.72195524,0.45309729,1.0164377,0.14458588,0.16861869,0.80652163,1.9095325,-0.81119745,-0.29690523,0.3749519,1.5784944,1.0182347,-1.3400973,0.21421735,-0.6270772,-0.65248956,-1.3428268,0.39900654,1.0180291,1.133751,-0.25780937,0.26984967,0.043235096,1.602149,1.2057177,0.20431356,0.71851559,1.6454852,0.45956273,1.0062452,-0.43428262,1.9597397,2.9880676,0.005917808,1.1696326,-1.1240097,-1.2217675,-0.24958916,0.42570855,-1.302842,-0.60975509,1.5272937,0.71299694,1.2208065,-0.31973657,-0.65374909,0.64116645,0.12084539,0.6180433,-0.79033139,-1.0880419,-0.15793286,0.024501484,0.32941579,41.917268,0.091930576,2.9880676,0.005917808,-7.5240713,1.9597397
-652.50848,0.64363996,0.0098500832,9,511,0,683.7095,-8.1696929,36.048776,0.08097699,-1.2826366,-1.4770294,-0.91711382,-0.13401544,-1.2896748,-0.6097101,-0.11302047,0.60062493,-0.70400009,-0.73044081,1.4535049,1.3721366,-0.83488347,-2.5763145,-1.0350085,-0.36354376,-0.78672495,-0.83453867,0.76513824,1.8808619,-0.47414433,-0.36969815,0.6584188,2.5994336,1.0566326,-0.18450896,0.1209292,-1.0309105,-1.1150895,-0.89743084,-0.15672699,0.82774331,-0.39755505,-0.36840769,-1.1274313,-1.4639495,-0.41971218,0.78819638,-0.30482409,0.2501875,2.5055876,1.6929928,0.017534246,0.18433192,-0.62435049,0.22752263,2.4825715,0.85230546,-1.5522987,-0.45589464,-0.64271555,1.8694471,0.20371709,-0.64013906,-0.76622092,-0.79945227,0.49517127,0.023704468,-0.7059605,-0.90917877,0.97103492,0.49415701,1.7193284,36.048776,0.08097699,1.6929928,0.017534246,-8.1696929,2.5055876
-654.94784,0.95582264,0.0098500832,7,228,1,681.3317,-8.0546368,35.338475,0.077928797,-1.2052228,-1.5042359,-1.0430099,-0.091234695,-1.1648283,-0.51176618,-0.14521922,0.65785732,-0.52084145,-0.79864322,1.5094397,1.4283061,-0.79030424,-2.5986197,-0.98944522,-0.54361156,-0.7447982,-0.92160006,0.66885693,1.8127632,-0.57058019,-0.43339673,0.69007754,2.6804943,0.98118811,-0.24257454,-0.0003301025,-1.0404153,-1.2511755,-0.79779921,0.030674199,0.99609407,-0.52197385,-0.50178271,-1.1200086,-1.5415074,-0.37811387,0.96275745,-0.26325266,0.15069957,2.4988299,1.7720751,0.015059368,0.1916318,-0.66389864,0.22374275,2.3311775,1.225135,-1.5811064,-0.36443243,-0.75324532,1.9280716,0.1722513,-0.65950858,-0.79460861,-0.9649919,0.40450332,-0.029003668,-0.50343625,-1.0120823,1.0569683,0.63612366,1.7474965,35.338475,0.077928797,1.7720751,0.015059368,-8.0546368,2.4988299
-653.30755,0.56942701,0.0098500832,9,511,0,688.18033,-7.7225519,33.190873,0.071256654,-1.3745399,-1.604266,-0.8920803,0.36386122,-1.5863709,-0.046336984,-0.19575392,0.28627666,-0.60490327,-0.96083974,1.9738977,1.3843876,-0.49479428,-2.7037892,-0.65305092,-0.7318947,-1.2363454,-0.73867469,0.3003407,1.466749,-0.39119952,-0.22818142,1.1605605,2.7397662,1.1798573,-0.44942173,0.12534848,-1.2596498,-1.303219,-0.59458412,0.01722894,0.96491971,-0.61085851,-0.1164774,-1.0745747,-1.3115962,-0.19266034,0.53111609,0.13270627,0.074364788,2.5160459,2.3253918,0.0082852266,0.23634902,-0.53016862,0.13905201,1.9543971,0.97808096,-1.9712283,-0.77896596,-0.40709177,1.840888,0.017352622,-0.96939935,-0.4568945,-0.90188999,0.8662452,-0.97212828,0.062926775,-1.5755586,1.3056593,0.57504539,1.442897,33.190873,0.071256654,2.3253918,0.0082852266,-7.7225519,2.5160459
-652.22954,0.84648805,0.0098500832,9,511,0,688.82532,-7.9503875,34.661568,0.087786163,0.28353741,0.53428783,1.6115566,0.41165938,-0.024985966,-0.47259524,2.0541891,1.6668074,-0.42313827,-0.51467288,-0.43987554,0.67422286,-1.5036562,-0.21830942,-0.20399231,1.4934964,-1.7381565,-1.0361359,-0.60433294,1.1616775,-0.080087169,-0.93132859,-1.2809408,-0.28655829,-1.5215403,-1.4960541,-1.0020394,1.4468649,0.63828895,-0.22883229,-0.74225276,-1.0998668,0.58907616,-1.0056591,-0.41024133,-0.066521686,2.3867959,0.43797958,-0.98623505,0.14101839,3.4685793,3.8301791,0.011278405,-1.2890238,-1.9317089,0.84797234,0.4894001,1.4964964,0.46154563,-0.15828524,0.44476859,1.3111274,-0.40020744,0.92625482,0.49368937,1.2380801,1.4061898,0.064710912,-0.77690481,-0.85688561,-1.2180368,0.36116014,-0.2836426,34.661568,0.087786163,3.8301791,0.011278405,-7.9503875,3.4685793
# 
#  Elapsed Time: 26.925 seconds (Warm-up)
#                39.027 seconds (Sampling)
#                65.952 seconds (Total)
# 
